2,333333
2,333333
2,333333
0,000000
3,250000
3,250000
0,000000
0,000000
2,000000
2,333333
2,333333
2,333333
0,000000
3,250000
3,250000
0,000000
0,000000
2,000000
2,333333
2,333333
2,333333
0,000000
3,250000
3,250000
0,000000
0,000000
2,000000
2,333333
2,333333
2,333333
0,000000
3,250000
3,250000
0,000000
0,000000
2,000000
2,333333
2,333333
2,333333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,333333
5,583333
5,583333
2,000000
2,000000
2,000000
0,000000
0,857143
0,857143
0,000000
0,000000
0,333333
2,000000
2,000000
2,000000
0,000000
0,857143
0,857143
0,000000
0,000000
0,333333
2,000000
2,000000
2,000000
0,000000
0,857143
0,857143
0,000000
0,000000
0,333333
2,000000
2,000000
2,000000
0,000000
0,857143
0,857143
0,000000
0,000000
0,333333
2,000000
2,000000
2,000000
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
2,000000
2,857143
2,857143
1,500000
1,500000
1,500000
0,000000
0,777778
0,777778
0,000000
0,000000
2,333333
1,500000
1,500000
1,500000
0,000000
0,777778
0,777778
0,000000
0,000000
2,333333
1,500000
1,500000
1,500000
0,000000
0,777778
0,777778
0,000000
0,000000
2,333333
1,500000
1,500000
1,500000
0,000000
0,777778
0,777778
0,000000
0,000000
2,333333
1,500000
1,500000
1,500000
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
1,500000
2,277778
2,277778
3,142857
3,142857
3,142857
0,000000
1,000000
1,000000
0,000000
0,000000
0,250000
3,142857
3,142857
3,142857
0,000000
1,000000
1,000000
0,000000
0,000000
0,250000
3,142857
3,142857
3,142857
0,000000
1,000000
1,000000
0,000000
0,000000
0,250000
3,142857
3,142857
3,142857
0,000000
1,000000
1,000000
0,000000
0,000000
0,250000
3,142857
3,142857
3,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
3,142857
4,142857
4,142857
0,750000
0,750000
0,750000
0,750000
0,000000
1,000000
1,000000
1,000000
0,000000
0,000000
0,750000
0,750000
0,000000
0,000000
0,000000
1,000000
0,750000
0,750000
0,750000
0,750000
0,000000
1,000000
1,000000
1,000000
0,000000
0,000000
0,750000
0,750000
0,000000
0,000000
0,000000
1,000000
0,750000
0,750000
0,750000
0,750000
0,000000
1,000000
1,000000
1,000000
0,000000
0,000000
0,750000
0,750000
0,000000
0,000000
0,000000
1,000000
0,750000
0,750000
0,750000
0,750000
0,750000
1,750000
1,750000
1,750000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
0,750000
1,750000
2,500000
2,500000
